model,season,horizon,true_peak_date,pred_peak_date,peak_timing_error_weeks,true_peak_val,pred_peak_val,peak_intensity_error_abs,peak_intensity_error_rel,region
Chronos-V2,2024-2025,1,2025-01-12,2025-01-05,-1.0,9.57880434782609,5.789880752563477,3.788923595262613,-0.39555287462599753,molise
Drift,2017-2018,1,2018-01-28,2018-01-28,0.0,43.19,19.453910256410254,23.736089743589744,-0.5495737379854074,molise
Drift,2018-2019,1,2019-01-27,2019-03-03,5.0,6.23,5.1572872340425535,1.072712765957447,-0.17218503466411667,molise
Drift,2019-2020,1,2020-02-02,2020-02-16,2.0,16.61,15.904669811320757,0.7053301886792429,-0.04246418956527652,molise
Drift,2020-2021,1,2020-12-06,2020-12-20,2.0,1.21,0.9241818181818182,0.28581818181818175,-0.236213373403456,molise
Drift,2021-2022,1,2021-11-28,2021-12-12,2.0,1.92,1.7471311475409836,0.1728688524590163,-0.09003586065573765,molise
Drift,2022-2023,1,2023-01-08,2023-01-15,1.0,6.51,6.533586956521739,0.023586956521739033,0.0036231884057970867,molise
Drift,2023-2024,1,2024-01-07,2024-01-07,0.0,12.33,10.163766666666668,2.1662333333333326,-0.1756880237902135,molise
Drift,2024-2025,1,2025-01-12,2025-01-05,-1.0,9.57880434782609,5.704286723778219,3.8745176240478703,-0.40448864841123855,molise
ETS,2017-2018,1,2018-01-28,2018-01-28,0.0,43.19,10.833011694769947,32.35698830523005,-0.7491777796997001,molise
ETS,2018-2019,1,2019-01-27,2019-03-03,5.0,6.23,4.292816125348038,1.9371838746519625,-0.3109444421592235,molise
ETS,2019-2020,1,2020-02-02,2020-02-16,2.0,16.61,14.76250340496616,1.8474965950338387,-0.1112279708027597,molise
ETS,2020-2021,1,2020-12-06,2020-12-20,2.0,1.21,1.0692350459169866,0.14076495408301337,-0.11633467279587882,molise
ETS,2021-2022,1,2021-11-28,2021-12-12,2.0,1.92,1.6523096233476726,0.2676903766523273,-0.13942207117308714,molise
ETS,2022-2023,1,2023-01-08,2023-01-15,1.0,6.51,6.082943237675083,0.4270567623249164,-0.0656001171006016,molise
ETS,2023-2024,1,2024-01-07,2024-01-07,0.0,12.33,8.556108965527168,3.7738910344728325,-0.306073887629589,molise
ETS,2024-2025,1,2025-01-12,2025-03-02,7.0,9.57880434782609,5.37729390004399,4.201510447782099,-0.43862577156987576,molise
LightGBM,2017-2018,1,2018-01-28,2018-01-28,0.0,43.19,7.699253125585469,35.490746874414526,-0.8217352830380766,molise
LightGBM,2018-2019,1,2019-01-27,2019-03-03,5.0,6.23,6.379840792309438,0.1498407923094378,0.024051491542445874,molise
LightGBM,2019-2020,1,2020-02-02,2020-02-16,2.0,16.61,10.970557799305064,5.639442200694935,-0.3395209031122779,molise
LightGBM,2020-2021,1,2020-12-06,2020-12-20,2.0,1.21,0.1233092538365394,1.0866907461634605,-0.898091525754926,molise
LightGBM,2021-2022,1,2021-11-28,2022-04-03,18.0,1.92,4.261754114280103,2.3417541142801035,1.219663601187554,molise
LightGBM,2022-2023,1,2023-01-08,2023-01-15,1.0,6.51,6.85213220094007,0.34213220094007024,0.05255486957604766,molise
LightGBM,2023-2024,1,2024-01-07,2024-01-07,0.0,12.33,6.317389560318329,6.012610439681671,-0.48764074936591006,molise
LightGBM,2024-2025,1,2025-01-12,2025-03-02,7.0,9.57880434782609,4.136732315660856,5.442072032165234,-0.5681368816558313,molise
MovingAverage,2017-2018,1,2018-01-28,2018-03-25,8.0,43.19,2.726153846153846,40.46384615384615,-0.9368799757778687,molise
MovingAverage,2018-2019,1,2019-01-27,2019-04-28,13.0,6.23,3.275192307692308,2.9548076923076922,-0.47428694900605006,molise
MovingAverage,2019-2020,1,2020-02-02,2019-12-22,-6.0,16.61,3.48576923076923,13.12423076923077,-0.7901403232529062,molise
MovingAverage,2020-2021,1,2020-12-06,2020-12-20,2.0,1.21,3.39,2.18,1.8016528925619837,molise
MovingAverage,2021-2022,1,2021-11-28,2021-12-12,2.0,1.92,2.5044230769230773,0.5844230769230774,0.3043870192307695,molise
MovingAverage,2022-2023,1,2023-01-08,2023-03-12,9.0,6.51,1.7371153846153846,4.772884615384616,-0.7331619992910317,molise
MovingAverage,2023-2024,1,2024-01-07,2024-03-17,10.0,12.33,3.32326923076923,9.00673076923077,-0.7304728928816522,molise
MovingAverage,2024-2025,1,2025-01-12,2025-03-02,7.0,9.57880434782609,4.04851048856141,5.530293859264679,-0.5773469901303266,molise
Naive,2017-2018,1,2018-01-28,2018-01-28,0.0,43.19,19.33,23.86,-0.5524426950683029,molise
Naive,2018-2019,1,2019-01-27,2019-03-03,5.0,6.23,5.13,1.1000000000000005,-0.17656500802568226,molise
Naive,2019-2020,1,2020-02-02,2020-02-16,2.0,16.61,15.83,0.7799999999999994,-0.04695966285370255,molise
Naive,2020-2021,1,2020-12-06,2020-12-20,2.0,1.21,0.92,0.2899999999999999,-0.23966942148760326,molise
